a09f2740b7684011aa2bdeb555622402,'Deed I Do,,9c5569cd689a4f03bc2be5083071700a,,FALSE
dff2024244de41e6bed059ffc7817643,'Deed I Do,,9c5569cd689a4f03bc2be5083071700a,,FALSE
7704415061084f388d361a494885570d,'Deed I Do,,'Deed I Do [Unknown],,FALSE
3c3c1a2eebe049e39b17f829c0b95064,'Deed I Do,,'Deed I Do [Unknown],,FALSE
bffbe7a7414543f9b0968db22bfad6b0,'Deed I Do,,'Deed I Do [Unknown],,FALSE
5b2f72038ab4448692a07b1cc9da73df,'Deed I Do,,'Deed I Do [Unknown],,FALSE
414f4f910dbd4f0f8fe2a68154acddc5,'Deed I Do,,'Deed I Do [Unknown],,FALSE
dd26dce20122409387dbc1391650ca66,'Deed I Do,,'Deed I Do [Unknown],,FALSE
e56d72f6a74742d3835184a52bb39ecc,'Til I Hear You Sing,Theo Hicks,f006b0f986814a528be4cec6acf246a7,,FALSE
cf9ae6546f5047d5936ac47f2d984a74,'Til I Hear You Sing,Theo Hicks,'Til I Hear You Sing [Theo Hicks],,FALSE
4a61762bbf8948f588a9dd354427f57f,'Til I Hear You Sing,,'Til I Hear You Sing [Unknown],,FALSE
defb9a181f8d42809d805efe9e852fea,'Til There Was You,,79ec101cb65940269536be3cdaa8ff62,,FALSE
f2d2dc6094ed40b89d6c5a62acb4badd,'Til There Was You,,'Til There Was You [Unknown],,FALSE
eb827a4aff664e8ab6f92a7e94b9d8f2,'Til There Was You,,79ec101cb65940269536be3cdaa8ff62,,FALSE
5fda0db544834abe82a0f24c60e5c919,'Til There Was You,,'Til There Was You [Unknown],,FALSE
09bcbfaefffe404898982ac4197b85a0,'Til There Was You,,'Til There Was You [Unknown],,FALSE
9cc7732392104b5b80381c5dd0980885,'Til There Was You,,79ec101cb65940269536be3cdaa8ff62,,FALSE
bcd19dd35946414fba1c538fcd21e377,'Til There Was You,,'Til There Was You [Unknown],,FALSE
94baad8c9db4463894f5c1f2ccb2b53c,'Til Tomorrow,,'Til Tomorrow [Unknown],,FALSE
8131048327da429e96f452973c48ac61,(At A) Georgia Camp Meeting,Larry Wright,(At A) Georgia Camp Meeting [Larry Wright],,FALSE
9c852fc8ced24b828d93ec2787df57c5,(Lordy How I Love The) South,Ken Porter,(Lordy How I Love The) South [Ken Porter],,FALSE
f9c164287ec04850b1bdb48952ecc2a1,(Lordy How I Love The) South,,(Lordy How I Love The) South [Unknown] (Parody),,TRUE
782388d395ad4dfab32ff852f9fc697b,"50,000 Names",,"50,000 Names [Unknown]",,FALSE
de32318b186b4fbea351475431dbcec0,99 Bottles of Beer on the Wall,,99 Bottles Of Beer On The Wall [Unknown],,FALSE
46f88ecc299e4fbaa471f336953021fe,A Bundle of Old Love Letters,,A Bundle Of Old Love Letters [Unknown],,FALSE
10510598a9254270be34e59711cd1ae3,A Dream Is a Wish Your Heart Makes,David Wright,A Dream Is A Wish Your Heart Makes [David Wright],,FALSE
a598de008b3f4b2790852403106fbc93,A Dream Is a Wish Your Heart Makes,,A Dream Is A Wish Your Heart Makes [Unknown],,FALSE
e6d9467cc1f3437db9506d10233e6743,A Fool Such as I,Aaron Dale,A Fool Such As I [Aaron Dale],,FALSE
dd986ba35a6746c3a7259e89c2e9344e,A Fool Such as I,,A Fool Such As I [Unknown],,FALSE
43787b0ce85d445e94cbc8730d908ed5,A Fool Such as I,,A Fool Such As I [Unknown],,FALSE
6f97b7e732464f439d2e8f31d4efc2a6,A Fool Such as I,,A Fool Such As I [Unknown],,FALSE
8275806d18d2493fad2d3b5c1dc9e886,A Fool Such as I,,A Fool Such As I [Unknown],,FALSE
4b2313e108994713b019092f777ef23e,A Fool Such as I,,A Fool Such As I [Unknown],,FALSE
62febae4d459484488175725f847bfe8,A Garden in the Rain,,A Garden In The Rain [Unknown],,FALSE
4e03c29b0b524c70be5d7c2370d43316,A Garden in the Rain,,A Garden In The Rain [Unknown],,FALSE
0b6447a3c04d4b05b34caa5856358c09,A Garland of Old Fashioned Roses,Bob Bohn,A Garland Of Old Fashioned Roses [Bob Bohn],,FALSE
d4426bad665b4a4e839e1c1f8a8b28b1,A Little Patch of Heaven,,aa8c3ec7361c4d4b87c54e5bd41ccf01,,FALSE
548cd5ae26b9421ca438f83deaaea428,A Little Patch of Heaven,,aa8c3ec7361c4d4b87c54e5bd41ccf01,,FALSE
e512f91c71754bf0a87c4cc66565c273,A Little Patch of Heaven,,A Little Patch Of Heaven [Unknown],,FALSE
0c5fe55dd2c449469eadad428ead400c,A Little Patch of Heaven,,A Little Patch Of Heaven [Unknown],,FALSE
c875400e79a3455193430f04ea1824a3,A Little Street Where Old Friends Meet,,A Little Street Where Old Friends Meet [Unknown],,FALSE
f1666da81ec44d5eb35280253c424657,A Rainy Night in Rio,Kevin Keller,A Rainy Night In Rio [Kevin Keller],,FALSE
be5c90401fca43bd8f1c827ef83fed55,A Shine on Your Shoes,Aaron Dale,A Shine On Your Shoes [Aaron Dale],,FALSE
a474e5d827864146a8f818b207745fd8,A Shine on Your Shoes,,A Shine On Your Shoes [Unknown],,FALSE
d31086b1b0ef40208a721953904d1841,A Shine on Your Shoes,,A Shine On Your Shoes [Unknown],,FALSE
22a00c5a65c6476b8a0d334d618c8afc,A Son of the Sea,,A Son Of The Sea [Unknown],,FALSE
80095039193e4af59e297a4262a43165,A Sunday Kind of Love,,b42efda7c0784366ad6ddf9af4e91833,,FALSE
a8b8c321f5064e2fb917cbf3216e9032,A Sunday Kind of Love,,A Sunday Kind Of Love [Unknown],,FALSE
f9e8925e323d4ff7be02e14464bbad4c,A Sunday Kind of Love,,A Sunday Kind Of Love [Unknown],,FALSE
c88f57538c53436faf750f789fe51d75,A Thousand Things,Adam Scott,A Thousand Things [Adam Scott],,FALSE
83993af21f2e40f1b47683bd962aa4af,A Town in Old New Hampshire,Roger Payne,A Town In Old New Hampshire [Roger Payne],,FALSE
cb6dbe75281746c29304f1bb346621d2,A Tree in the Meadow,,A Tree In The Meadow [Unknown],,FALSE
6e045dc47e7047caa072dac976ab68f8,A Tree in the Meadow,,A Tree In The Meadow [Unknown],,FALSE
829aec049f454c2d9392dbc57c8657eb,A Wink and a Smile,,A Wink And A Smile [Unknown],,FALSE
53265251a86b400baab6d24d60ea1f79,A Wink and a Smile,,A Wink And A Smile [Unknown],,FALSE
84032e9f120d4416a0af70a77052321e,A Wink and a Smile,,A Wink And A Smile [Unknown],,FALSE
5e935b34f1d343a59d8f3d8e8093ad17,Aaron Dale - David Wright Medley,,Aaron Dale - David Wright Medley [Unknown],,FALSE
3a9de4b9efcf46dd9c92b8b6cbe8c023,About a Quarter to Nine,,About A Quarter To Nine [Unknown],,FALSE
dcdaae8cac7a476493440da6d7156bb5,"After You, Who?",David Zimmerman,"After You, Who? [David Zimmerman]",,FALSE
75a5b5e7ab1749aab385a480dde259ca,After You've Gone,,After You've Gone [Unknown],,FALSE
cf98301ef9b34e39a12174110a586864,After You've Gone,,After You've Gone [Unknown],,FALSE
6c8c8faa2aa040c484c50a47625ea153,After You've Gone,,After You've Gone [Unknown],,FALSE
3ac2f35c8fcc4949a7a76300e30ab934,After You've Gone,,After You've Gone [Unknown],,FALSE
c81035d733a84c41a935b3be501ed31a,After You've Gone,,After You've Gone [Unknown],,FALSE
4b9d188adc9b40d7b371917b1a47625d,After You've Gone,,After You've Gone [Unknown],,FALSE
551f5ed036794f41a79cdc6b690f99b9,After You've Gone,,After You've Gone [Unknown],,FALSE
cd39640694884bc698b558bda54cdebf,After You've Gone,,After You've Gone [Unknown],,FALSE
1621df39d5954def8a1fa6ae11d86df2,After You've Gone,,After You've Gone [Unknown],,FALSE
045047643fc0467eb0f64218b2490f41,After You've Gone,,After You've Gone [Unknown],,FALSE
5f297418251d4b0698565c15a3de6b16,After You've Gone,,After You've Gone [Unknown],,FALSE
cfde78bde4274d9080723630c163d2eb,Ain't It the Truth,,Ain't It The Truth [Unknown],,FALSE
