BBSTIX, BHS, 2015 International Quartet Preliminaries and NW/NE Division Quartet and Chorus Convention
Far Western District, fwdnenw, North Highlands, California, March 21, 2015
Subsessions: Chorus Finals (15), 1=Northeast Division Chorus, 2=Northwest Division Chorus, 3=Northeast Division Chorus District Qualification (Score), 4=Northwest Division Chorus District Qualification (Score), 5=Northeast Division Plateau A Chorus, 6=Northwest Division Plateau A Chorus, 7=Northeast Division Plateau AA Chorus, 8=Northwest Division Plateau AA Chorus, 9=Northeast Division Plateau AAA Chorus, 10=Northwest Division Plateau AAA Chorus, 11=Northeast Division Most-Improved Chorus, 12=Northwest Division Most-Improved Chorus
Subsessions: Quartet Semi-Finals (18), 1=Far Western District International Preliminary Quartet (2 Rounds), 2=Far Western District International Preliminary Collegiate Qt (Overall), 3=Northeast Division Quartet, 4=Northwest Division Quartet, 5=Northeast Division Quartet District Qualification (Score), 6=Northwest Division Quartet District Qualification (Score), 7=Northwest Division Out of Division Quartet (Score), 8=Northeast Division Seniors Quartet, 9=Northeast Division Seniors Qt District Qualification (Overall), 10=Northeast Division Novice Quartet, 11=Northwest Division Novice Quartet
Subsessions: Quartet Finals (10), 1=Far Western District International Preliminary Quartet (2 Rounds)
Judge Count: 6
Panel - Chorus Finals:, "1 (MUS)=Giallombardo, Jay", "2 (MUS)=Ordaz, Phil", "3 (PRS)=Bagby, Jim", "4 (PRS)=Gipp, George", "5 (SNG)=Emery, Jim", "6 (SNG)=Ewing, Craig"
Panel - Quartet Finals:, "1 (MUS)=Giallombardo, Jay", "2 (MUS)=Ordaz, Phil", "3 (PRS)=Bagby, Jim", "4 (PRS)=Gipp, George", "5 (SNG)=Emery, Jim", "6 (SNG)=Ewing, Craig"
Panel - Quartet Semi-Finals:, "1 (MUS)=Giallombardo, Jay", "2 (MUS)=Ordaz, Phil", "3 (PRS)=Bagby, Jim", "4 (PRS)=Gipp, George", "5 (SNG)=Emery, Jim", "6 (SNG)=Ewing, Craig"
Session: Chorus Finals, "Contestant Name: Sacramento, CA", "Subsessions: 1,3,5,11", OA: 1, Song Nbr: 1, "Song Title: When You And I Were Young, Maggie", 63, 64, 60, 60, 62, 60
Session: Chorus Finals, "Contestant Name: Sacramento, CA", "Subsessions: 1,3,5,11", OA: 1, Song Nbr: 2, "Song Title: Cabaret", 63, 60, 62, 63, 65, 60
Session: Chorus Finals, "Contestant Name: Davis-Vacaville, CA", "Subsessions: 2,4,6", OA: 2, Song Nbr: 1, "Song Title: Hello Ma Baby", 56, 58, 55, 62, 64, 58
Session: Chorus Finals, "Contestant Name: Davis-Vacaville, CA", "Subsessions: 2,4,6", OA: 2, Song Nbr: 2, "Song Title: Let Me Call You Sweetheart", 57, 59, 60, 62, 65, 57
Session: Chorus Finals, "Contestant Name: Placerville, CA", "Subsessions: 1,3,5,11", OA: 3, Song Nbr: 1, "Song Title: Sweet, Sweet Roses Of Morn", 64, 67, 65, 65, 67, 64
Session: Chorus Finals, "Contestant Name: Placerville, CA", "Subsessions: 1,3,5,11", OA: 3, Song Nbr: 2, "Song Title: Tin Roof Blues", 65, 64, 67, 66, 67, 65
Session: Chorus Finals, "Contestant Name: Santa Rosa, CA", "Subsessions: 2,4,8,12", OA: 4, Song Nbr: 1, "Song Title: There Used To Be A Ballpark", 67, 68, 69, 68, 69, 64
Session: Chorus Finals, "Contestant Name: Santa Rosa, CA", "Subsessions: 2,4,8,12", OA: 4, Song Nbr: 2, "Song Title: It's A Beautiful Day For A Ball Game", 67, 65, 64, 70, 67, 64
